SN	Pad-value	Protein name (Annotation)
1974	0.136504	>gi|21242757|ref|NP_642339.1| 3-hydroxyacyl-CoA dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1975	0.256475	>gi|21242758|ref|NP_642340.1| transcriptional regulator tetR family [Xanthomonas axonopodis pv. citri str. 306]
1976	0.151471	>gi|21242759|ref|NP_642341.1| nucleoside diphosphate kinase [Xanthomonas axonopodis pv. citri str. 306]
1977	0.074484	>gi|21242760|ref|NP_642342.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1978	0.493964	>gi|21242761|ref|NP_642343.1| fimbrial biogenesis protein [Xanthomonas axonopodis pv. citri str. 306]
1979	0.197178	>gi|21242762|ref|NP_642344.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1980	0.124655	>gi|21242763|ref|NP_642345.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1981	0.354133	>gi|21242764|ref|NP_642346.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1982	0.102389	>gi|21242765|ref|NP_642347.1| GTP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
1983	0.163123	>gi|21242766|ref|NP_642348.1| molybdopterin biosynthesis [Xanthomonas axonopodis pv. citri str. 306]
1984	0.269415	>gi|21242767|ref|NP_642349.1| molybdopterin biosynthesis protein [Xanthomonas axonopodis pv. citri str. 306]
1985	0.430630	>gi|21242768|ref|NP_642350.1| TonB-dependent receptor [Xanthomonas axonopodis pv. citri str. 306]
1986	0.197284	>gi|21242769|ref|NP_642351.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1987	0.894667	>gi|21242770|ref|NP_642352.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1988	0.286702	>gi|21242771|ref|NP_642353.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1989	0.244765	>gi|21242772|ref|NP_642354.1| glutathione-dependent formaldehyde dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1990	0.500945	>gi|21242773|ref|NP_642355.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1991	0.255943	>gi|21242774|ref|NP_642356.1| exodeoxyribonuclease III [Xanthomonas axonopodis pv. citri str. 306]
1992	0.232169	>gi|21242775|ref|NP_642357.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1993	0.332182	>gi|21242776|ref|NP_642358.1| molybdopterin biosynthesis [Xanthomonas axonopodis pv. citri str. 306]
1994	0.142638	>gi|21242777|ref|NP_642359.1| molybdopterin guanine dinucleotide synthase [Xanthomonas axonopodis pv. citri str. 306]
1995	0.099151	>gi|21242778|ref|NP_642360.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1996	0.287799	>gi|21242779|ref|NP_642361.1| non-heme chloroperoxidase [Xanthomonas axonopodis pv. citri str. 306]
1997	0.233586	>gi|21242780|ref|NP_642362.1| manganese transport protein [Xanthomonas axonopodis pv. citri str. 306]
1998	0.192169	>gi|21242781|ref|NP_642363.1| iron dependent repressor [Xanthomonas axonopodis pv. citri str. 306]
1999	0.176733	>gi|21242782|ref|NP_642364.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2000	0.210969	>gi|21242783|ref|NP_642365.1| oligoribonuclease [Xanthomonas axonopodis pv. citri str. 306]
2001	0.255001	>gi|21242784|ref|NP_642366.1| small conductance mechanosensitive ion channel [Xanthomonas axonopodis pv. citri str. 306]
2002	0.117462	>gi|21242785|ref|NP_642367.1| phosphoenolpyruvate synthase [Xanthomonas axonopodis pv. citri str. 306]
2003	0.196335	>gi|21242786|ref|NP_642368.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2004	0.352397	>gi|21242787|ref|NP_642369.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2005	0.188116	>gi|21242788|ref|NP_642370.1| 7,8-dihydro-8-oxoguanine-triphosphatase [Xanthomonas axonopodis pv. citri str. 306]
2006	0.295221	>gi|21242789|ref|NP_642371.1| D-beta-hydroxybutyrate dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
2007	0.231860	>gi|21242790|ref|NP_642372.1| CDP-diacylglycerol-serine o-phosphatidyltransferase [Xanthomonas axonopodis pv. citri str. 306]
2008	0.610008	>gi|21242791|ref|NP_642373.1| PHA synthase subunit [Xanthomonas axonopodis pv. citri str. 306]
2009	0.152635	>gi|21242792|ref|NP_642374.1| poly (3-hydroxybutyric acid) synthase [Xanthomonas axonopodis pv. citri str. 306]
2010	0.320928	>gi|21242793|ref|NP_642375.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2011	0.324634	>gi|21242794|ref|NP_642376.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2012	0.282916	>gi|21242795|ref|NP_642377.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
2013	0.325523	>gi|21242796|ref|NP_642378.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2014	0.104537	>gi|21242797|ref|NP_642379.1| transcription-related protein [Xanthomonas axonopodis pv. citri str. 306]
2015	0.129277	>gi|21242798|ref|NP_642380.1| two-component system sensor protein [Xanthomonas axonopodis pv. citri str. 306]
2016	0.216159	>gi|21242799|ref|NP_642381.1| two-component system regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
2017	0.309458	>gi|21242800|ref|NP_642382.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2018	0.738656	>gi|21242801|ref|NP_642383.1| cytochrome C552 [Xanthomonas axonopodis pv. citri str. 306]
2019	0.597931	>gi|21242802|ref|NP_642384.1| cytochrome C4 [Xanthomonas axonopodis pv. citri str. 306]
2020	0.268038	>gi|21242803|ref|NP_642385.1| cation efflux system protein [Xanthomonas axonopodis pv. citri str. 306]
2021	0.139838	>gi|21242804|ref|NP_642386.1| transport protein [Xanthomonas axonopodis pv. citri str. 306]
2022	0.165238	>gi|21242805|ref|NP_642387.1| transport protein [Xanthomonas axonopodis pv. citri str. 306]
2023	0.215580	>gi|21242806|ref|NP_642388.1| KDPG and KHG aldolase [Xanthomonas axonopodis pv. citri str. 306]
2024	0.168576	>gi|21242807|ref|NP_642389.1| 6-phosphogluconate dehydratase [Xanthomonas axonopodis pv. citri str. 306]
2025	0.200660	>gi|21242808|ref|NP_642390.1| 6-phosphogluconolactonase [Xanthomonas axonopodis pv. citri str. 306]
2026	0.320129	>gi|21242809|ref|NP_642391.1| glucose kinase [Xanthomonas axonopodis pv. citri str. 306]
2027	0.273710	>gi|21242810|ref|NP_642392.1| glucose-6-phosphate 1-dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
2028	0.245708	>gi|21242811|ref|NP_642393.1| sugar ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
2029	0.409337	>gi|21242812|ref|NP_642394.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2030	0.489107	>gi|21242813|ref|NP_642395.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2031	0.536533	>gi|21242814|ref|NP_642396.1| succinate dehydrogenase membrane anchor subunit [Xanthomonas axonopodis pv. citri str. 306]
2032	0.311872	>gi|21242815|ref|NP_642397.1| succinate dehydrogenase membrane anchor subunit [Xanthomonas axonopodis pv. citri str. 306]
2033	0.180422	>gi|21242816|ref|NP_642398.1| succinate dehydrogenase flavoprotein subunit [Xanthomonas axonopodis pv. citri str. 306]
2034	0.061911	>gi|21242817|ref|NP_642399.1| succinate dehydrogenase iron-sulfur protein [Xanthomonas axonopodis pv. citri str. 306]
2035	0.374504	>gi|21242818|ref|NP_642400.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2036	0.292539	>gi|21242819|ref|NP_642401.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2037	0.280656	>gi|21242820|ref|NP_642402.1| lipoprotein releasing system transmembrane protein [Xanthomonas axonopodis pv. citri str. 306]
2038	0.086500	>gi|21242821|ref|NP_642403.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
2039	0.203427	>gi|21242822|ref|NP_642404.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2040	0.180641	>gi|21242823|ref|NP_642405.1| competence protein [Xanthomonas axonopodis pv. citri str. 306]
2041	0.177250	>gi|21242824|ref|NP_642406.1| biopolymer transport protein [Xanthomonas axonopodis pv. citri str. 306]
2042	0.343370	>gi|21242825|ref|NP_642407.1| biopolymer transport protein [Xanthomonas axonopodis pv. citri str. 306]
2043	0.150369	>gi|21242826|ref|NP_642408.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
2044	0.123748	>gi|21242827|ref|NP_642409.1| lipid A 4'-kinase [Xanthomonas axonopodis pv. citri str. 306]
2045	0.166249	>gi|21242828|ref|NP_642410.1| 3-deoxy-manno-octulosonate cytidylyltransferase [Xanthomonas axonopodis pv. citri str. 306]
2046	0.309516	>gi|21242829|ref|NP_642411.1| low molecular weight phosphotyrosine protein phosphatase [Xanthomonas axonopodis pv. citri str. 306]
2047	0.256303	>gi|21242830|ref|NP_642412.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2048	0.141656	>gi|21242831|ref|NP_642413.1| excinuclease ABC subunit C [Xanthomonas axonopodis pv. citri str. 306]
2049	0.235290	>gi|21242832|ref|NP_642414.1| CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase [Xanthomonas axonopodis pv. citri str. 306]
2050	0.078189	>gi|21242833|ref|NP_642415.1| ATP-dependent serine activating enzyme [Xanthomonas axonopodis pv. citri str. 306]
2051	0.184756	>gi|21242834|ref|NP_642416.1| ATP-dependent serine activating enzyme [Xanthomonas axonopodis pv. citri str. 306]
2052	0.200100	>gi|21242835|ref|NP_642417.1| ISxac2 transposase [Xanthomonas axonopodis pv. citri str. 306]
2053	0.168172	>gi|21242836|ref|NP_642418.1| ISxac2 transposase [Xanthomonas axonopodis pv. citri str. 306]
2054	0.112654	>gi|21242837|ref|NP_642419.1| ISxac3 transposase [Xanthomonas axonopodis pv. citri str. 306]
2055	0.057175	>gi|21242838|ref|NP_642420.1| ISxac3 transposase [Xanthomonas axonopodis pv. citri str. 306]
2056	0.317434	>gi|21242839|ref|NP_642421.1| DNA recombinase [Xanthomonas axonopodis pv. citri str. 306]
2057	0.192420	>gi|21242840|ref|NP_642422.1| polysaccharide biosynthetic protein [Xanthomonas axonopodis pv. citri str. 306]
2058	0.160793	>gi|21242841|ref|NP_642423.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2059	0.560721	>gi|21242842|ref|NP_642424.1| FKBP-type peptidyl-prolyl cis-trans isomerase [Xanthomonas axonopodis pv. citri str. 306]
2060	0.287684	>gi|21242843|ref|NP_642425.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2061	0.157322	>gi|21242844|ref|NP_642426.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2062	0.091345	>gi|21242845|ref|NP_642427.1| transcriptional regulator luxR/uhpA family [Xanthomonas axonopodis pv. citri str. 306]
2063	0.317745	>gi|21242846|ref|NP_642428.1| ribonuclease E [Xanthomonas axonopodis pv. citri str. 306]
2064	0.159945	>gi|21242847|ref|NP_642429.1| pseudouridylate synthase [Xanthomonas axonopodis pv. citri str. 306]
2065	0.385042	>gi|21242848|ref|NP_642430.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2066	0.342777	>gi|21242849|ref|NP_642431.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2067	0.535137	>gi|21242850|ref|NP_642432.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2068	0.234227	>gi|21242851|ref|NP_642433.1| pterin-4-alpha-carbinolamine dehydratase [Xanthomonas axonopodis pv. citri str. 306]
2069	0.349499	>gi|21242852|ref|NP_642434.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2070	0.467736	>gi|21242853|ref|NP_642435.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2071	0.349582	>gi|21242854|ref|NP_642436.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2072	0.204034	>gi|21242855|ref|NP_642437.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2073	0.172760	>gi|21242856|ref|NP_642438.1| O-methyltransferase [Xanthomonas axonopodis pv. citri str. 306]
2074	0.223815	>gi|21242857|ref|NP_642439.1| dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
2075	0.172655	>gi|21242858|ref|NP_642440.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2076	0.368250	>gi|21242859|ref|NP_642441.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2077	0.295262	>gi|21242860|ref|NP_642442.1| glycosyl transferase related protein [Xanthomonas axonopodis pv. citri str. 306]
2078	0.342960	>gi|21242861|ref|NP_642443.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2079	0.271453	>gi|21242862|ref|NP_642444.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2080	0.365000	>gi|21242863|ref|NP_642445.1| 2-keto-gluconate dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
2081	0.112053	>gi|21242864|ref|NP_642446.1| 3-ketoacyl-acyl carrier protein reductase [Xanthomonas axonopodis pv. citri str. 306]
2082	0.256319	>gi|21242865|ref|NP_642447.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2083	0.129769	>gi|21242866|ref|NP_642448.1| ISxac3 transposase [Xanthomonas axonopodis pv. citri str. 306]
2084	0.057175	>gi|21242867|ref|NP_642449.1| ISxac3 transposase [Xanthomonas axonopodis pv. citri str. 306]
2085	0.210700	>gi|21242868|ref|NP_642450.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
2086	0.374774	>gi|21242869|ref|NP_642451.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2087	0.729983	>gi|21242870|ref|NP_642452.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2088	0.420850	>gi|21242871|ref|NP_642453.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
2089	0.266975	>gi|21242872|ref|NP_642454.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
2090	0.383025	>gi|21242873|ref|NP_642455.1| L-sorbosone dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
2091	0.390205	>gi|21242874|ref|NP_642456.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2092	0.222375	>gi|21242875|ref|NP_642457.1| D-Ala-D-Ala carboxypeptidase [Xanthomonas axonopodis pv. citri str. 306]
2093	0.081556	>gi|21242876|ref|NP_642458.1| two-component system regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
2094	0.306650	>gi|21242877|ref|NP_642459.1| two-component system sensor protein [Xanthomonas axonopodis pv. citri str. 306]
2095	0.278744	>gi|21242878|ref|NP_642460.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2096	0.820098	>gi|21242879|ref|NP_642461.1| serine protease [Xanthomonas axonopodis pv. citri str. 306]
2097	0.172995	>gi|21242880|ref|NP_642462.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2098	0.143626	>gi|21242881|ref|NP_642463.1| cation efflux system protein [Xanthomonas axonopodis pv. citri str. 306]
2099	0.225516	>gi|21242882|ref|NP_642464.1| cation efflux system protein [Xanthomonas axonopodis pv. citri str. 306]
2100	0.593574	>gi|21242883|ref|NP_642465.1| outer membrane efflux protein [Xanthomonas axonopodis pv. citri str. 306]
2101	0.107753	>gi|21242884|ref|NP_642466.1| nodulation protein [Xanthomonas axonopodis pv. citri str. 306]
2102	0.229817	>gi|21242885|ref|NP_642467.1| nodulation protein [Xanthomonas axonopodis pv. citri str. 306]
2103	0.923081	>gi|21242886|ref|NP_642468.1| YapH protein [Xanthomonas axonopodis pv. citri str. 306]
2104	0.100571	>gi|21242887|ref|NP_642469.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2105	0.411446	>gi|21242888|ref|NP_642470.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2106	0.382439	>gi|21242889|ref|NP_642471.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2107	0.214244	>gi|21242890|ref|NP_642472.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2108	0.323503	>gi|21242891|ref|NP_642473.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2109	0.208744	>gi|21242892|ref|NP_642474.1| uroporphyrin-III C-methyltransferase [Xanthomonas axonopodis pv. citri str. 306]
2110	0.254124	>gi|21242893|ref|NP_642475.1| histidine kinase-response regulator hybrid protein [Xanthomonas axonopodis pv. citri str. 306]
2111	0.281784	>gi|21242894|ref|NP_642476.1| siroheme synthase [Xanthomonas axonopodis pv. citri str. 306]
2112	0.246810	>gi|21242895|ref|NP_642477.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2113	0.286422	>gi|21242896|ref|NP_642478.1| MFS transporter [Xanthomonas axonopodis pv. citri str. 306]
2114	0.323511	>gi|21242897|ref|NP_642479.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2115	0.214630	>gi|21242898|ref|NP_642480.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2116	0.255235	>gi|21242899|ref|NP_642481.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2117	0.563667	>gi|21242900|ref|NP_642482.1| hydrolase [Xanthomonas axonopodis pv. citri str. 306]
2118	0.326189	>gi|21242901|ref|NP_642483.1| transcriptional regulator [Xanthomonas axonopodis pv. citri str. 306]
2119	0.190016	>gi|21242902|ref|NP_642484.1| two-component system sensor protein [Xanthomonas axonopodis pv. citri str. 306]
2120	0.121885	>gi|21242903|ref|NP_642485.1| two-component system regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
2121	0.201145	>gi|21242904|ref|NP_642486.1| methyl-accepting chemotaxis protein [Xanthomonas axonopodis pv. citri str. 306]
2122	0.129617	>gi|21242905|ref|NP_642487.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2123	0.178256	>gi|21242906|ref|NP_642488.1| transcriptional regulator lysR family [Xanthomonas axonopodis pv. citri str. 306]
2124	0.281607	>gi|21242907|ref|NP_642489.1| NADH dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
2125	0.210563	>gi|21242908|ref|NP_642490.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2126	0.129769	>gi|21242909|ref|NP_642491.1| ISxac3 transposase [Xanthomonas axonopodis pv. citri str. 306]
2127	0.057175	>gi|21242910|ref|NP_642492.1| ISxac3 transposase [Xanthomonas axonopodis pv. citri str. 306]
2128	0.440460	>gi|21242911|ref|NP_642493.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2129	0.495958	>gi|21242912|ref|NP_642494.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2130	0.386960	>gi|21242913|ref|NP_642495.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2131	0.150449	>gi|21242914|ref|NP_642496.1| RadC family protein [Xanthomonas axonopodis pv. citri str. 306]
2132	0.135659	>gi|21242915|ref|NP_642497.1| phage-related protein [Xanthomonas axonopodis pv. citri str. 306]
2133	0.064559	>gi|21242916|ref|NP_642498.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2134	0.351430	>gi|21242917|ref|NP_642499.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
2135	0.211157	>gi|21242918|ref|NP_642500.1| phage-related integrase [Xanthomonas axonopodis pv. citri str. 306]
